class,release,loc,comment density,wcm,number of attributes,fan-in,fan-out,cbo,normalized lcom,rfc,creation age,last update age,total loc touched,release loc touched,normalized total churn,normalized release churn,total number of commits,release number of commits,total number of authors,release number of authors,total number of fixes,release number of fixes,average commit change density,number of smells,buggy
storm-core\src\jvm\org\apache\storm\security\auth\ITransportPlugin.java,11,46,0.45652175,3,0,1,4,4,0.0,0,1,0,57,57,1.2391304,1.2391304,1,1,1,1,0,0,1.2391304,4,false
external\storm-mqtt\core\src\main\java\org\apache\storm\mqtt\MqttMessageMapper.java,11,36,0.41666666,2,0,2,3,3,0.0,0,1,0,50,50,1.3888888,1.3888888,3,3,1,1,0,0,0.46296296,0,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\trident\mapper\FieldNameBasedTupleToKafkaMapper.java,11,34,0.0,3,2,0,4,4,0.33333334,1,1,0,41,41,1.2058823,1.2058823,1,1,1,1,0,0,1.2058823,0,false
external\sql\storm-sql-kafka\src\test\org\apache\storm\sql\kafka\TestKafkaDataSourcesProvider.java,11,104,0.0,3,4,1,13,13,0.75,25,1,0,134,134,1.2884616,1.2884616,4,4,2,2,0,0,0.3221154,1,false
external\storm-redis\src\main\java\org\apache\storm\redis\common\mapper\RedisDataTypeDescription.java,11,56,0.35714287,0,0,0,0,0,0.0,0,3,2,70,0,1.25,0.0,3,1,1,1,0,0,0.4166667,0,false
storm-core\src\jvm\org\apache\storm\trident\operation\impl\GroupedAggregator.java,11,85,0.0,8,6,1,12,12,0.5833334,14,1,0,96,96,1.1294118,1.1294118,1,1,1,1,0,0,1.1294118,0,false
storm-core\src\jvm\org\apache\storm\topology\FailedException.java,11,31,0.0,4,0,1,0,0,0.0,0,1,0,36,36,1.1612903,1.1612903,1,1,1,1,0,0,1.1612903,0,false
storm-core\src\jvm\org\apache\storm\generated\InvalidTopologyException.java,11,330,0.084848486,1,0,0,2,2,0.0,0,1,0,406,406,1.230303,1.230303,1,1,1,1,0,0,1.230303,46,false
storm-core\src\jvm\org\apache\storm\blobstore\BlobStoreFile.java,11,43,0.069767445,11,4,3,3,3,1.0,2,1,0,50,50,1.1627907,1.1627907,1,1,1,1,0,0,1.1627907,0,false
storm-core\test\jvm\org\apache\storm\topology\TopologyBuilderTest.java,11,96,0.083333336,3,0,0,2,2,0.0,0,1,0,118,118,1.2291666,1.2291666,2,2,2,2,1,1,0.6145833,9,false
storm-core\src\jvm\org\apache\storm\security\auth\TBackoffConnect.java,11,69,0.0,10,5,1,6,6,0.64,9,1,0,86,86,1.2463768,1.2463768,2,2,1,1,0,0,0.6231884,2,true
storm-core\src\jvm\org\apache\storm\serialization\DefaultKryoFactory.java,11,53,0.0,3,1,0,3,3,0.0,1,1,0,64,64,1.2075472,1.2075472,1,1,1,1,0,0,1.2075472,2,false
external\storm-hbase\src\test\java\org\apache\storm\hbase\trident\PrintFunction.java,11,33,0.0,2,2,2,5,5,0.0,4,8,0,6,6,0.18181819,0.18181819,2,1,2,1,0,0,0.18181819,1,false
external\sql\storm-sql-runtime\src\jvm\org\apache\storm\sql\runtime\ChannelHandler.java,11,32,0.28125,3,0,7,2,2,0.0,0,1,0,41,41,1.28125,1.28125,2,2,2,2,0,0,0.640625,0,true
storm-core\src\jvm\org\apache\storm\trident\util\TridentUtils.java,11,103,0.029126214,20,0,6,11,11,0.0,22,1,0,117,117,1.1359223,1.1359223,1,1,1,1,0,0,1.1359223,5,false
storm-core\src\jvm\org\apache\storm\messaging\netty\SaslNettyClientState.java,11,26,0.0,1,0,0,2,2,0.0,0,1,0,31,31,1.1923077,1.1923077,1,1,1,1,0,0,1.1923077,0,false
storm-core\src\jvm\org\apache\storm\testing\TestConfBolt.java,11,52,0.0,6,2,0,7,7,0.6666667,4,1,0,62,62,1.1923077,1.1923077,1,1,1,1,0,0,1.1923077,0,false
external\storm-kafka-client\src\main\java\org\apache\storm\kafka\spout\KafkaSpoutTupleBuilder.java,11,46,0.32608697,5,1,0,1,1,0.33333334,2,1,0,62,62,1.3478261,1.3478261,2,2,1,1,0,0,0.67391306,0,true
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\spout\FileOffset.java,11,30,0.36666667,2,0,1,1,1,0.0,0,1,0,38,38,1.2666667,1.2666667,2,2,1,1,1,1,0.6333333,1,false
external\storm-elasticsearch\src\test\java\org\apache\storm\elasticsearch\common\TransportAddressesTest.java,11,67,0.0,9,0,0,3,3,0.0,3,1,0,81,81,1.2089552,1.2089552,1,1,1,1,1,1,1.2089552,0,false
storm-core\src\jvm\org\apache\storm\testing\OpaqueMemoryTransactionalSpout.java,11,154,0.032467533,10,2,0,5,5,0.625,17,1,0,186,186,1.2077922,1.2077922,1,1,1,1,0,0,1.2077922,4,false
storm-core\src\jvm\org\apache\storm\testing\IntegrationTest.java,11,34,0.47058824,0,0,0,0,0,0.0,0,1,0,38,38,1.117647,1.117647,1,1,1,1,0,0,1.117647,0,false
external\storm-jdbc\src\test\java\org\apache\storm\jdbc\common\JdbcClientTest.java,11,77,0.051948052,4,2,1,8,8,0.375,13,3,1,192,0,2.4935064,0.0,6,0,2,1,1,0,0.41558442,0,true
storm-core\src\jvm\org\apache\storm\serialization\types\HashSetSerializer.java,11,28,0.0,1,0,1,3,3,0.0,0,1,0,32,32,1.1428572,1.1428572,1,1,1,1,0,0,1.1428572,0,false
external\storm-eventhubs\src\test\java\org\apache\storm\eventhubs\spout\EventHubReceiverMock.java,11,81,0.12345679,8,4,4,8,8,0.6428572,4,3,2,123,0,1.5185186,0.0,2,0,2,0,0,0,0.7592593,8,false
storm-core\src\jvm\org\apache\storm\trident\operation\TridentCollector.java,11,44,0.5681818,2,0,29,0,0,0.0,0,1,0,52,52,1.1818181,1.1818181,2,2,1,1,0,0,0.59090906,0,false
external\storm-redis\src\test\java\org\apache\storm\redis\trident\PrintFunction.java,11,33,0.0,2,2,5,5,5,0.0,4,3,0,46,6,1.3939394,0.18181819,2,1,2,1,0,0,0.6969697,1,false
storm-core\src\jvm\org\apache\storm\trident\testing\MemoryMapState.java,11,144,0.0069444445,3,1,0,2,2,0.33333334,9,1,0,176,176,1.2222222,1.2222222,1,1,1,1,0,0,1.2222222,3,false
storm-core\src\jvm\org\apache\storm\generated\LocalAssignment.java,11,576,0.0625,12,3,0,1,1,0.6111111,5,1,0,676,676,1.1736112,1.1736112,1,1,1,1,0,0,1.1736112,87,false
storm-core\src\jvm\org\apache\storm\hooks\info\EmitInfo.java,11,31,0.0,1,4,1,0,0,0.0,0,1,0,35,35,1.1290323,1.1290323,1,1,1,1,0,0,1.1290323,0,false
examples\storm-starter\src\jvm\org\apache\storm\starter\InOrderDeliveryTest.java,11,149,0.026845638,4,1,0,5,5,0.5,5,1,0,175,175,1.1744967,1.1744967,1,1,1,1,0,0,1.1744967,5,false
storm-core\src\jvm\org\apache\storm\topology\ComponentConfigurationDeclarer.java,11,26,0.0,6,0,2,2,2,0.0,0,1,0,37,37,1.4230769,1.4230769,2,2,2,2,0,0,0.71153843,0,false
storm-core\src\jvm\org\apache\storm\multilang\NoOutputException.java,11,34,0.11764706,4,0,1,0,0,0.0,0,1,0,40,40,1.1764706,1.1764706,1,1,1,1,0,0,1.1764706,0,false
storm-core\src\jvm\org\apache\storm\trident\state\State.java,11,35,0.4857143,2,0,8,0,0,0.0,0,1,0,39,39,1.1142857,1.1142857,1,1,1,1,0,0,1.1142857,0,false
storm-core\src\jvm\org\apache\storm\trident\planner\processor\FreshCollector.java,11,50,0.0,6,3,1,6,6,0.4,7,1,0,59,59,1.18,1.18,1,1,1,1,0,0,1.18,0,false
external\storm-solr\src\test\java\org\apache\storm\solr\trident\SolrFieldsTridentTopology.java,11,39,0.0,2,0,1,11,11,0.0,7,1,0,71,71,1.8205128,1.8205128,3,3,2,2,1,1,0.6068376,0,false
storm-core\src\jvm\org\apache\storm\generated\Assignment.java,11,1015,0.043349754,26,0,0,7,7,0.0,45,1,0,1159,1159,1.1418719,1.1418719,1,1,1,1,0,0,1.1418719,185,false
storm-core\src\jvm\org\apache\storm\spout\IMultiSchemableSpout.java,11,21,0.0,2,0,0,1,1,0.0,0,1,0,23,23,1.0952381,1.0952381,1,1,1,1,0,0,1.0952381,0,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\trident\OpaqueTridentEventHubSpout.java,11,52,0.057692308,5,3,1,7,7,0.6666667,2,3,0,72,8,1.3846154,0.15384616,3,2,3,2,0,0,0.46153846,2,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\trident\windowing\HBaseWindowsStoreFactory.java,11,47,0.08510638,4,4,1,5,5,0.0,6,1,0,59,59,1.2553191,1.2553191,4,4,1,1,0,0,0.31382978,0,false
external\storm-solr\src\test\java\org\apache\storm\solr\spout\SolrJsonSpout.java,11,98,0.08163265,7,2,1,8,8,0.78571427,12,1,0,184,184,1.8775511,1.8775511,3,3,2,2,1,1,0.6258503,7,false
storm-core\src\jvm\org\apache\storm\pacemaker\codec\ThriftEncoder.java,11,97,0.0,9,1,1,13,13,0.0,20,1,0,128,128,1.3195876,1.3195876,3,3,2,2,0,0,0.43986255,5,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\trident\Coordinator.java,11,50,0.0,6,3,3,7,7,0.6666667,5,3,0,64,4,1.28,0.08,2,1,2,1,0,0,0.64,2,false
storm-core\test\jvm\org\apache\storm\state\InMemoryKeyValueStateTest.java,11,62,0.048387095,4,1,1,5,5,0.0,7,1,0,72,72,1.1612903,1.1612903,1,1,1,1,1,1,1.1612903,3,false
storm-core\src\jvm\org\apache\storm\trident\state\snapshot\Snapshottable.java,11,22,0.045454547,2,0,1,3,3,0.0,0,1,0,27,27,1.2272727,1.2272727,1,1,1,1,0,0,1.2272727,0,false
storm-core\src\jvm\org\apache\storm\spout\ISpout.java,11,88,0.7613636,7,0,0,2,2,0.0,0,1,0,105,105,1.1931819,1.1931819,1,1,1,1,0,0,1.1931819,0,false
external\flux\flux-core\src\main\java\org\apache\storm\flux\model\BoltDef.java,11,21,0.14285715,0,0,2,1,1,0.0,0,3,2,0,0,0.0,0.0,1,0,1,0,0,0,NaN,0,false
storm-core\src\jvm\org\apache\storm\trident\windowing\config\TumblingCountWindow.java,11,35,0.08571429,3,0,2,5,5,0.0,0,1,0,47,47,1.3428571,1.3428571,2,2,1,1,0,0,0.67142856,1,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\bolt\rotation\FileRotationPolicy.java,11,41,0.5121951,2,0,9,1,1,0.0,0,8,0,2,2,0.048780486,0.048780486,2,1,2,1,0,0,0.048780486,0,false
external\flux\flux-examples\src\main\java\org\apache\storm\flux\examples\TestWindowBolt.java,11,40,0.0,3,1,0,7,7,0.33333334,4,1,0,61,61,1.525,1.525,2,2,2,2,1,1,0.7625,0,false
storm-core\test\jvm\org\apache\storm\scheduler\resource\TestUser.java,11,85,0.0,8,1,1,9,9,1.0,24,1,0,111,111,1.3058823,1.3058823,1,1,1,1,0,0,1.3058823,3,false
storm-core\src\jvm\org\apache\storm\state\InMemoryKeyValueStateProvider.java,11,37,0.08108108,3,1,0,4,4,0.0,2,1,0,43,43,1.1621622,1.1621622,1,1,1,1,1,1,1.1621622,0,false
storm-core\src\jvm\org\apache\storm\generated\DistributedRPCInvocations.java,11,2417,0.060405463,1,0,0,2,2,0.0,0,1,0,2935,2935,1.2143153,1.2143153,1,1,1,1,0,0,1.2143153,334,false
storm-core\src\jvm\org\apache\storm\trident\windowing\WindowsStore.java,11,57,0.19298245,5,2,0,1,1,0.33333334,3,1,0,79,79,1.3859649,1.3859649,2,2,1,1,0,0,0.69298244,11,false
storm-core\src\jvm\org\apache\storm\trident\fluent\ChainedAggregatorDeclarer.java,11,153,0.019607844,1,3,0,2,2,0.0,0,1,0,183,183,1.1960784,1.1960784,1,1,1,1,0,0,1.1960784,4,false
storm-core\src\jvm\org\apache\storm\coordination\CoordinatedBolt.java,11,339,0.017699115,1,0,0,0,0,0.0,0,1,0,386,386,1.138643,1.138643,2,2,2,2,0,0,0.5693215,9,false
external\storm-solr\src\main\java\org\apache\storm\solr\mapper\SolrMapper.java,11,27,0.0,3,0,3,2,2,0.0,0,1,0,42,42,1.5555556,1.5555556,3,3,2,2,1,1,0.5185185,1,false
storm-core\src\jvm\org\apache\storm\trident\util\ErrorEdgeFactory.java,11,25,0.0,1,0,1,1,1,0.0,0,1,0,28,28,1.12,1.12,1,1,1,1,0,0,1.12,0,false
storm-core\src\jvm\org\apache\storm\trident\spout\RichSpoutBatchId.java,11,41,0.048780486,7,1,1,2,2,0.4,1,1,0,49,49,1.195122,1.195122,1,1,1,1,0,0,1.195122,1,false
storm-core\src\jvm\org\apache\storm\windowing\TriggerPolicy.java,11,39,0.53846157,4,0,8,2,2,0.0,0,1,0,49,49,1.2564102,1.2564102,2,2,2,2,0,0,0.6282051,0,false
storm-core\src\jvm\org\apache\storm\trident\fluent\GroupedStream.java,11,144,0.0,26,2,1,18,18,0.65384614,22,1,0,174,174,1.2083334,1.2083334,1,1,1,1,0,0,1.2083334,0,false
storm-core\src\jvm\org\apache\storm\task\ShellBolt.java,11,344,0.10174418,3,1,0,1,1,0.0,5,1,0,406,406,1.1802325,1.1802325,1,1,1,1,0,0,1.1802325,8,true
storm-core\src\jvm\org\apache\storm\scheduler\multitenant\MultitenantScheduler.java,11,81,0.012345679,11,2,1,11,11,0.5,23,1,0,98,98,1.2098765,1.2098765,1,1,1,1,0,0,1.2098765,1,false
examples\storm-starter\test\jvm\org\apache\storm\starter\tools\NthLastModifiedTimeTrackerTest.java,11,96,0.083333336,10,2,1,5,5,0.8888889,8,1,0,125,125,1.3020834,1.3020834,1,1,1,1,0,0,1.3020834,0,false
storm-core\test\jvm\org\apache\storm\blobstore\ClientBlobStoreTest.java,11,151,0.0,14,1,0,6,6,0.7692308,4,1,0,179,179,1.1854304,1.1854304,1,1,1,1,0,0,1.1854304,5,true
storm-core\src\jvm\org\apache\storm\generated\ClusterSummary.java,11,759,0.054018445,22,0,0,7,7,0.0,34,1,0,879,879,1.1581028,1.1581028,1,1,1,1,0,0,1.1581028,124,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\bolt\KafkaBolt.java,11,153,0.14379086,2,0,0,1,1,0.0,3,1,0,178,178,1.1633987,1.1633987,1,1,1,1,0,0,1.1633987,4,true
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\trident\state\CassandraStateFactory.java,11,42,0.071428575,3,1,0,8,8,0.33333334,3,1,0,59,59,1.4047619,1.4047619,3,3,2,2,0,0,0.46825394,0,false
external\sql\storm-sql-runtime\src\jvm\org\apache\storm\sql\runtime\IOutputSerializer.java,11,27,0.22222222,1,0,2,0,0,0.0,0,1,0,31,31,1.1481482,1.1481482,1,1,1,1,0,0,1.1481482,0,false
external\storm-hdfs\src\test\java\org\apache\storm\hdfs\trident\FixedBatchSpout.java,11,83,0.0,14,6,2,6,5,0.7083333,6,8,0,31,14,0.37349397,0.16867469,4,2,3,1,0,0,0.12449799,2,false
storm-core\src\jvm\org\apache\storm\windowing\WindowLifecycleListener.java,11,35,0.45714286,2,0,2,1,1,0.0,0,1,0,42,42,1.2,1.2,1,1,1,1,0,0,1.2,0,false
storm-core\src\jvm\org\apache\storm\trident\operation\builtin\SnapshotGet.java,11,39,0.0,3,0,0,5,5,0.0,4,1,0,44,44,1.1282052,1.1282052,1,1,1,1,0,0,1.1282052,1,false
external\storm-redis\src\main\java\org\apache\storm\redis\common\container\JedisCommandsContainerBuilder.java,11,42,0.35714287,2,1,1,9,9,0.0,8,3,2,53,0,1.2619047,0.0,2,0,1,0,0,0,0.63095236,1,false
examples\storm-starter\test\jvm\org\apache\storm\starter\bolt\IntermediateRankingsBoltTest.java,11,106,0.12264151,13,5,1,10,10,0.8769231,21,1,0,146,146,1.3773584,1.3773584,1,1,1,1,0,0,1.3773584,3,false
storm-core\src\jvm\org\apache\storm\trident\operation\BaseOperation.java,11,38,0.39473686,2,0,3,2,2,0.0,0,1,0,47,47,1.2368422,1.2368422,2,2,1,1,0,0,0.6184211,2,false
examples\storm-starter\src\jvm\org\apache\storm\starter\ManualDRPC.java,11,56,0.0,1,0,0,8,8,0.0,7,1,0,68,68,1.2142857,1.2142857,1,1,1,1,0,0,1.2142857,1,false
external\storm-redis\src\test\java\org\apache\storm\redis\trident\WordCountTridentRedisClusterMap.java,11,89,0.0,6,0,1,20,18,0.0,22,3,0,141,26,1.5842696,0.29213482,5,1,3,1,0,0,0.31685394,3,false
storm-core\src\jvm\org\apache\storm\trident\testing\IFeeder.java,11,20,0.0,1,0,2,0,0,0.0,0,1,0,23,23,1.15,1.15,1,1,1,1,0,0,1.15,0,false
external\storm-solr\src\test\java\org\apache\storm\solr\topology\SolrFieldsTopology.java,11,48,0.020833334,4,0,1,12,12,0.0,10,1,0,72,72,1.5,1.5,3,3,2,2,1,1,0.5,0,false
external\flux\flux-examples\src\main\java\org\apache\storm\flux\examples\WordCountClient.java,11,63,0.17460318,4,0,0,5,5,0.0,13,3,2,0,0,0.0,0.0,1,0,1,0,0,0,NaN,1,false
external\storm-mongodb\src\main\java\org\apache\storm\mongodb\common\mapper\MongoMapper.java,11,30,0.3,1,0,2,2,2,0.0,0,1,0,38,38,1.2666667,1.2666667,1,1,1,1,0,0,1.2666667,0,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\trident\GlobalPartitionInformation.java,11,93,0.010752688,3,0,0,2,2,0.0,5,1,0,112,112,1.2043011,1.2043011,1,1,1,1,0,0,1.2043011,0,false
storm-core\src\jvm\org\apache\storm\spout\CheckpointSpout.java,11,202,0.06435644,33,16,1,14,14,0.82500005,39,1,0,232,232,1.1485149,1.1485149,1,1,1,1,1,1,1.1485149,4,false
storm-core\src\jvm\org\apache\storm\trident\operation\builtin\ComparisonAggregator.java,11,71,0.07042254,0,1,0,1,1,NaN,0,1,0,95,95,1.3380282,1.3380282,2,2,1,1,0,0,0.6690141,0,false
storm-core\src\jvm\org\apache\storm\trident\topology\state\TestTransactionalState.java,11,38,0.18421052,2,0,0,5,5,0.0,1,1,0,47,47,1.2368422,1.2368422,1,1,1,1,0,0,1.2368422,1,false
storm-core\src\jvm\org\apache\storm\trident\planner\processor\AggregateProcessor.java,11,73,0.0,8,5,0,12,12,0.45714283,12,1,0,84,84,1.150685,1.150685,1,1,1,1,0,0,1.150685,0,false
storm-core\src\jvm\org\apache\storm\generated\ExecutorSummary.java,11,791,0.061946902,15,3,0,1,1,0.6111111,5,1,0,922,922,1.1656132,1.1656132,1,1,1,1,0,0,1.1656132,117,false
storm-rename-hack\src\main\java\org\apache\storm\hack\IOUtil.java,11,36,0.0,4,0,1,2,2,0.0,5,1,0,41,41,1.1388888,1.1388888,1,1,1,1,0,0,1.1388888,1,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\trident\rotation\NoRotationPolicy.java,11,37,0.10810811,4,0,0,2,2,0.0,0,8,0,12,12,0.3243243,0.3243243,4,3,3,2,0,0,0.10810811,2,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\query\CQLResultSetValuesMapper.java,11,29,0.10344828,1,0,0,4,4,0.0,0,1,0,40,40,1.3793104,1.3793104,2,2,2,2,0,0,0.6896552,0,false
external\storm-jdbc\src\main\java\org\apache\storm\jdbc\bolt\AbstractJdbcBolt.java,11,52,0.0,4,6,3,7,7,0.6666667,7,3,1,120,0,2.3076923,0.0,9,1,3,1,1,0,0.25641024,1,true
storm-core\src\jvm\org\apache\storm\trident\state\JSONTransactionalSerializer.java,11,44,0.0,4,0,0,3,3,0.0,7,1,0,50,50,1.1363636,1.1363636,1,1,1,1,0,0,1.1363636,0,false
external\storm-hbase\src\test\java\org\apache\storm\hbase\topology\LookupWordCount.java,11,65,0.015384615,4,3,0,11,11,0.0,17,8,0,10,10,0.15384616,0.15384616,2,1,2,1,0,0,0.15384616,1,false
external\storm-kafka-client\src\test\java\org\apache\storm\kafka\spout\test\TopicsTest0Test1TupleBuilder.java,11,36,0.083333336,2,0,1,5,5,0.0,5,1,0,42,42,1.1666666,1.1666666,1,1,1,1,0,0,1.1666666,0,true
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\trident\state\TridentResultSetValuesMapper.java,11,56,0.05357143,5,1,0,7,7,0.0,5,1,0,69,69,1.2321428,1.2321428,2,2,2,2,0,0,0.6160714,2,false
external\flux\flux-core\src\main\java\org\apache\storm\flux\model\StreamDef.java,11,52,0.13461539,8,4,3,1,1,0.75,0,3,2,0,0,0.0,0.0,1,0,1,0,0,0,NaN,0,false
external\storm-solr\src\test\java\org\apache\storm\solr\util\TestUtil.java,11,26,0.0,1,0,2,0,0,0.0,1,1,0,42,42,1.6153846,1.6153846,2,2,1,1,1,1,0.8076923,1,false
external\storm-hdfs\src\test\java\org\apache\storm\hdfs\trident\HdfsStateTest.java,11,179,0.06703911,4,1,0,1,1,0.5,1,1,0,231,231,1.2905028,1.2905028,3,3,3,3,0,0,0.4301676,3,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\query\impl\PreparedStatementBinder.java,11,111,0.15315315,1,0,5,4,4,0.0,0,1,0,147,147,1.3243244,1.3243244,2,2,1,1,0,0,0.6621622,17,false
storm-core\src\jvm\org\apache\storm\trident\planner\TridentProcessor.java,11,29,0.13793103,5,0,6,5,5,0.0,0,1,0,40,40,1.3793104,1.3793104,1,1,1,1,0,0,1.3793104,0,false
storm-core\src\jvm\org\apache\storm\StormSubmitter.java,11,425,0.31058824,3,0,0,0,0,0.0,0,1,0,496,496,1.1670588,1.1670588,1,1,1,1,0,0,1.1670588,19,true
external\storm-mqtt\core\src\main\java\org\apache\storm\mqtt\MqttMessage.java,11,35,0.14285715,3,2,4,1,1,0.33333334,0,1,0,41,41,1.1714286,1.1714286,1,1,1,1,0,0,1.1714286,0,false
storm-core\src\jvm\org\apache\storm\trident\windowing\WindowTridentProcessor.java,11,215,0.041860465,3,2,0,1,1,0.0,1,1,0,285,285,1.3255814,1.3255814,4,4,1,1,0,0,0.33139536,2,true
external\storm-elasticsearch\src\test\java\org\apache\storm\elasticsearch\common\EsConfigTest.java,11,58,0.0,7,2,1,5,5,0.5833334,12,1,0,71,71,1.2241379,1.2241379,2,2,1,1,1,1,0.61206895,0,false
external\storm-hive\src\main\java\org\apache\storm\hive\trident\HiveStateFactory.java,11,40,0.0,3,2,2,7,7,0.5,3,3,0,55,7,1.375,0.175,4,2,3,2,1,1,0.34375,2,false
storm-core\src\jvm\org\apache\storm\blobstore\NimbusBlobStore.java,11,376,0.021276595,21,5,0,4,4,0.5555556,15,1,0,420,420,1.1170213,1.1170213,1,1,1,1,0,0,1.1170213,3,true
storm-core\src\jvm\org\apache\storm\security\auth\AbstractSaslServerCallbackHandler.java,11,79,0.03797468,13,3,1,4,4,0.53333336,23,1,0,94,94,1.1898735,1.1898735,1,1,1,1,0,0,1.1898735,3,false
storm-core\src\jvm\org\apache\storm\metric\FileBasedEventLogger.java,11,132,0.045454547,16,5,2,7,7,0.74285716,26,1,0,185,185,1.4015151,1.4015151,3,3,2,2,2,2,0.46717173,4,true
storm-core\src\jvm\org\apache\storm\topology\base\BaseComponent.java,11,25,0.0,1,0,2,1,1,0.0,0,1,0,28,28,1.12,1.12,1,1,1,1,0,0,1.12,1,false
storm-core\src\jvm\org\apache\storm\utils\Utils.java,11,1259,0.092136614,1,0,0,0,0,0.0,1,1,0,1407,1407,1.1175536,1.1175536,4,4,3,3,1,1,0.2793884,40,true
storm-core\src\jvm\org\apache\storm\trident\partition\IdentityGrouping.java,11,52,0.0,5,1,0,4,4,0.0,8,1,0,59,59,1.1346154,1.1346154,1,1,1,1,0,0,1.1346154,0,false
examples\storm-starter\src\jvm\storm\starter\StatefulWindowingTopology.java,11,98,0.1122449,5,3,0,8,8,0.5,6,1,0,159,159,1.6224489,1.6224489,3,3,1,1,0,0,0.5408163,2,false
storm-core\src\jvm\org\apache\storm\trident\operation\impl\JoinerMultiReducer.java,11,134,0.03731343,2,4,0,2,2,0.25,0,1,0,159,159,1.1865672,1.1865672,1,1,1,1,0,0,1.1865672,2,false
storm-core\src\jvm\org\apache\storm\trident\operation\builtin\Negate.java,11,66,0.42424244,4,1,0,4,4,0.0,3,1,0,76,76,1.1515151,1.1515151,2,2,1,1,0,0,0.57575756,0,false
storm-core\src\jvm\org\apache\storm\messaging\netty\SaslStormClientHandler.java,11,125,0.112,13,5,1,12,12,0.35,22,1,0,158,158,1.264,1.264,1,1,1,1,0,0,1.264,5,false
external\storm-jdbc\src\test\java\org\apache\storm\jdbc\topology\AbstractUserTopology.java,11,103,0.03883495,7,8,3,20,14,0.5625,16,3,1,141,0,1.368932,0.0,7,0,3,2,2,0,0.19556172,0,false
storm-core\src\jvm\org\apache\storm\state\StateProvider.java,11,32,0.375,1,0,2,2,2,0.0,0,1,0,40,40,1.25,1.25,2,2,1,1,1,1,0.625,0,false
storm-core\src\jvm\org\apache\storm\scheduler\resource\strategies\scheduling\DefaultResourceAwareStrategy.java,11,408,0.12745099,77,9,1,13,13,0.8703704,96,1,0,722,722,1.7696079,1.7696079,5,5,2,2,1,1,0.35392156,20,true
storm-core\src\jvm\org\apache\storm\grouping\LoadAwareShuffleGrouping.java,11,69,0.0,8,6,0,5,5,0.44444442,6,1,0,76,76,1.1014493,1.1014493,1,1,1,1,0,0,1.1014493,2,false
external\storm-redis\src\main\java\org\apache\storm\redis\trident\state\RedisClusterStateUpdater.java,11,78,0.26923078,10,0,2,5,5,0.0,10,3,2,233,0,2.9871795,0.0,8,0,2,0,0,0,0.4267399,0,false
storm-core\src\jvm\org\apache\storm\windowing\EvictionPolicy.java,11,61,0.6885246,0,0,0,0,0,0.0,0,1,0,74,74,1.2131147,1.2131147,1,1,1,1,0,0,1.2131147,0,true
external\storm-hdfs\src\test\java\org\apache\storm\hdfs\trident\TridentFileTopology.java,11,76,0.0,4,0,1,22,21,0.0,19,8,0,45,26,0.59210527,0.34210527,4,1,3,1,0,0,0.19736843,7,true
storm-core\src\jvm\org\apache\storm\serialization\ThriftSerializationDelegate.java,11,45,0.0,5,0,1,6,6,0.0,3,1,0,52,52,1.1555556,1.1555556,1,1,1,1,0,0,1.1555556,1,false
external\storm-hbase\src\test\java\org\apache\storm\hbase\topology\WordCountValueMapper.java,11,61,0.29508197,3,0,2,7,7,0.0,7,8,0,11,8,0.18032786,0.13114753,3,1,3,1,0,0,0.09016393,0,false
storm-core\src\jvm\org\apache\storm\trident\fluent\IAggregatableStream.java,11,28,0.0,4,0,4,5,5,0.0,0,1,0,31,31,1.1071428,1.1071428,1,1,1,1,0,0,1.1071428,1,false
storm-core\src\jvm\org\apache\storm\messaging\netty\SaslMessageToken.java,11,92,0.3478261,10,3,3,6,6,0.61904764,12,1,0,114,114,1.2391304,1.2391304,1,1,1,1,0,0,1.2391304,6,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\blobstore\HdfsBlobStoreImpl.java,11,270,0.14444445,2,0,0,1,1,0.0,2,1,0,318,318,1.1777778,1.1777778,2,2,2,2,0,0,0.5888889,5,false
external\storm-solr\src\main\java\org\apache\storm\solr\trident\SolrUpdater.java,11,27,0.0,1,0,0,4,4,0.0,1,1,0,39,39,1.4444444,1.4444444,3,3,2,2,1,1,0.4814815,0,false
storm-core\src\jvm\org\apache\storm\nimbus\DefaultTopologyValidator.java,11,28,0.0,2,0,0,2,2,0.0,0,1,0,31,31,1.1071428,1.1071428,1,1,1,1,0,0,1.1071428,3,false
storm-core\test\jvm\org\apache\storm\utils\DisruptorQueueTest.java,11,155,0.012903226,4,2,0,2,2,0.0,1,1,0,187,187,1.2064517,1.2064517,1,1,1,1,0,0,1.2064517,1,true
