class,release,loc,comment density,wcm,number of attributes,fan-in,fan-out,cbo,normalized lcom,rfc,creation age,last update age,total loc touched,release loc touched,normalized total churn,normalized release churn,total number of commits,release number of commits,total number of authors,release number of authors,total number of fixes,release number of fixes,average commit change density,number of smells,buggy
external\storm-jdbc\src\main\java\org\apache\storm\jdbc\trident\state\JdbcStateFactory.java,11,33,0.0,2,1,1,5,5,0.0,1,3,0,46,6,1.3939394,0.18181819,2,1,2,1,0,0,0.6969697,0,false
storm-core\src\jvm\org\apache\storm\trident\spout\IOpaquePartitionedTridentSpout.java,11,54,0.2777778,4,0,0,8,8,0.0,0,1,0,63,63,1.1666666,1.1666666,1,1,1,1,0,0,1.1666666,5,true
storm-core\src\jvm\org\apache\storm\topology\StatefulBoltExecutor.java,11,169,0.053254437,4,2,0,3,3,0.33333334,5,1,0,221,221,1.3076923,1.3076923,4,4,1,1,1,1,0.32692307,3,false
storm-core\src\jvm\org\apache\storm\trident\topology\TransactionAttempt.java,11,51,0.019607844,10,2,16,2,2,0.375,2,1,0,66,66,1.2941177,1.2941177,1,1,1,1,0,0,1.2941177,2,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\common\rotation\RotationAction.java,11,24,0.0,1,0,8,2,2,0.0,0,8,7,17,0,0.7083333,0.0,2,0,1,0,0,0,0.7083333,0,false
storm-core\src\jvm\org\apache\storm\metric\EventLoggerBolt.java,11,54,0.055555556,4,6,1,9,9,0.5555556,13,1,0,67,67,1.2407408,1.2407408,1,1,1,1,0,0,1.2407408,1,false
external\storm-jdbc\src\main\java\org\apache\storm\jdbc\mapper\JdbcLookupMapper.java,11,35,0.31428573,2,0,5,5,5,0.0,0,3,0,51,6,1.4571428,0.17142858,4,1,3,1,0,0,0.3642857,1,false
external\storm-eventhubs\src\test\java\org\apache\storm\eventhubs\spout\EventHubSpoutCallerMock.java,11,84,0.15476191,1,0,0,3,3,0.0,0,3,0,100,4,1.1904762,0.04761905,2,1,2,1,0,0,0.5952381,1,false
external\sql\storm-sql-core\src\jvm\org\apache\storm\sql\compiler\CompilerUtil.java,11,147,0.0,12,6,0,16,16,0.625,10,1,0,211,211,1.4353741,1.4353741,5,5,2,2,0,0,0.28707483,4,false
storm-core\src\jvm\org\apache\storm\transactional\partitioned\OpaquePartitionedTransactionalSpoutExecutor.java,11,138,0.0,4,1,0,4,4,0.25,3,1,0,160,160,1.1594203,1.1594203,1,1,1,1,0,0,1.1594203,2,false
storm-core\test\jvm\org\apache\storm\utils\MockTupleHelpers.java,11,33,0.0,3,0,1,2,2,0.0,6,1,0,40,40,1.2121212,1.2121212,1,1,1,1,0,0,1.2121212,0,false
examples\storm-starter\src\jvm\org\apache\storm\starter\bolt\PrinterBolt.java,11,30,0.0,2,0,0,4,4,0.0,1,1,0,37,37,1.2333333,1.2333333,1,1,1,1,0,0,1.2333333,1,false
storm-core\src\jvm\org\apache\storm\trident\state\CombinerValueUpdater.java,11,31,0.0,3,2,0,2,2,0.0,1,1,0,36,36,1.1612903,1.1612903,1,1,1,1,0,0,1.1612903,2,false
storm-core\src\jvm\org\apache\storm\trident\planner\processor\EachProcessor.java,11,69,0.0,8,5,0,12,12,0.65714294,9,1,0,80,80,1.1594203,1.1594203,1,1,1,1,0,0,1.1594203,2,false
storm-core\src\jvm\org\apache\storm\generated\NimbusSummary.java,11,675,0.06666667,1,0,0,2,2,0.0,0,1,0,796,796,1.1792593,1.1792593,1,1,1,1,0,0,1.1792593,100,false
storm-core\src\jvm\org\apache\storm\scheduler\resource\strategies\eviction\DefaultEvictionStrategy.java,11,108,0.046296295,18,4,1,9,9,0.375,25,1,0,136,136,1.2592592,1.2592592,2,2,1,1,0,0,0.6296296,13,false
external\storm-kafka-client\src\main\java\org\apache\storm\kafka\spout\KafkaSpoutRetryExponentialBackoff.java,11,243,0.115226336,7,2,0,2,2,0.25,2,1,0,283,283,1.1646091,1.1646091,2,2,1,1,0,0,0.58230454,0,true
external\storm-mqtt\core\src\main\java\org\apache\storm\mqtt\mappers\StringMessageMapper.java,11,32,0.125,2,0,0,4,4,0.0,2,1,0,41,41,1.28125,1.28125,2,2,1,1,0,0,0.640625,0,false
storm-rename-hack\src\main\java\org\apache\storm\hack\relocation\Relocator.java,11,33,0.21212122,6,0,2,0,0,0.0,0,1,0,42,42,1.2727273,1.2727273,2,2,2,2,0,0,0.6363636,0,false
storm-core\src\jvm\org\apache\storm\scheduler\resource\SchedulingState.java,11,47,0.12765957,3,5,2,6,6,0.1,5,1,0,56,56,1.1914893,1.1914893,1,1,1,1,0,0,1.1914893,0,false
external\sql\storm-sql-runtime\src\jvm\org\apache\storm\sql\runtime\DataSourcesProvider.java,11,41,0.31707317,3,0,4,3,3,0.0,0,1,0,53,53,1.2926829,1.2926829,2,2,1,1,0,0,0.64634144,0,true
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\spout\EventHubSpoutException.java,11,31,0.0,4,0,0,0,0,0.0,0,3,2,37,0,1.1935484,0.0,1,0,1,0,0,0,1.1935484,0,false
external\storm-hive\src\main\java\org\apache\storm\hive\common\HiveWriter.java,11,399,0.1754386,1,0,0,1,1,0.0,0,3,0,554,128,1.3884711,0.320802,4,2,2,1,1,0,0.34711778,24,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\common\Utils.java,11,60,0.0,14,1,3,3,3,0.33333334,8,8,0,10,10,0.16666667,0.16666667,2,1,2,1,0,0,0.16666667,4,true
storm-core\src\jvm\org\apache\storm\scheduler\TopologyDetails.java,11,437,0.22425629,85,10,20,10,10,0.85428584,65,1,0,517,517,1.1830664,1.1830664,2,2,2,2,0,0,0.5915332,17,false
external\storm-jdbc\src\test\java\org\apache\storm\jdbc\bolt\JdbcInsertBoltTest.java,11,58,0.10344828,5,0,1,8,8,0.0,5,1,0,71,71,1.2241379,1.2241379,1,1,1,1,0,0,1.2241379,4,false
external\storm-jdbc\src\main\java\org\apache\storm\jdbc\common\Column.java,11,92,0.3152174,14,3,14,2,2,0.29166666,4,3,1,133,0,1.4456521,0.0,5,0,2,0,0,0,0.28913045,4,false
storm-core\src\jvm\org\apache\storm\trident\planner\processor\MultiReducerProcessor.java,11,82,0.0,9,6,0,11,11,0.5,18,1,0,93,93,1.1341463,1.1341463,1,1,1,1,0,0,1.1341463,0,false
storm-core\src\jvm\org\apache\storm\trident\windowing\WindowsStateFactory.java,11,33,0.121212125,2,0,1,4,4,0.0,0,1,0,40,40,1.2121212,1.2121212,1,1,1,1,0,0,1.2121212,2,false
external\flux\flux-core\src\main\java\org\apache\storm\flux\model\ObjectDef.java,11,76,0.05263158,16,5,5,3,3,0.78,5,3,0,4,4,0.05263158,0.05263158,3,2,3,2,0,0,0.02631579,2,false
storm-core\src\jvm\org\apache\storm\trident\topology\TridentBoltExecutor.java,11,362,0.05801105,1,3,0,1,1,1.0,1,1,0,439,439,1.2127072,1.2127072,2,2,2,2,0,0,0.6063536,10,false
examples\storm-starter\src\jvm\org\apache\storm\starter\PrintSampleStream.java,11,44,0.0,1,0,0,5,5,0.0,9,1,0,58,58,1.3181819,1.3181819,1,1,1,1,0,0,1.3181819,1,true
external\storm-hbase\src\main\java\org\apache\storm\hbase\common\HBaseClient.java,11,118,0.0,18,2,5,19,19,0.5,29,8,7,0,0,0.0,0.0,1,0,1,0,0,0,NaN,2,true
storm-core\src\jvm\org\apache\storm\testing\TestAggregatesCounter.java,11,53,0.0,5,3,0,8,8,0.6666667,10,1,0,63,63,1.1886792,1.1886792,1,1,1,1,0,0,1.1886792,1,false
storm-core\src\jvm\org\apache\storm\generated\ShellComponent.java,11,431,0.07424594,73,7,4,13,13,0.8719212,31,1,0,516,516,1.1972158,1.1972158,1,1,1,1,0,0,1.1972158,59,false
storm-core\src\jvm\org\apache\storm\trident\operation\MapFunction.java,11,30,0.3,1,0,1,2,2,0.0,0,1,0,44,44,1.4666667,1.4666667,2,2,1,1,0,0,0.73333335,0,false
storm-core\src\jvm\org\apache\storm\transactional\TransactionalSpoutBatchExecutor.java,11,83,0.024096385,10,5,1,13,13,0.6333333,21,1,0,96,96,1.1566265,1.1566265,1,1,1,1,0,0,1.1566265,1,false
external\storm-redis\src\main\java\org\apache\storm\redis\trident\state\RedisClusterStateQuerier.java,11,61,0.21311475,6,0,1,4,4,0.0,5,3,2,203,0,3.327869,0.0,6,0,2,0,0,0,0.55464476,0,false
storm-core\src\jvm\org\apache\storm\trident\state\map\CachedMap.java,11,67,0.05970149,9,2,1,4,4,0.25,13,1,0,78,78,1.1641791,1.1641791,1,1,1,1,0,0,1.1641791,0,false
external\flux\flux-examples\src\main\java\org\apache\storm\flux\examples\TestPrintBolt.java,11,32,0.09375,2,0,0,4,4,0.0,1,1,0,49,49,1.53125,1.53125,2,2,2,2,0,0,0.765625,1,false
storm-core\src\jvm\org\apache\storm\trident\state\Serializer.java,11,22,0.0,2,0,3,2,2,0.0,0,1,0,26,26,1.1818181,1.1818181,1,1,1,1,0,0,1.1818181,0,false
storm-core\src\jvm\org\apache\storm\testing\TestPlannerBolt.java,11,36,0.0,4,0,1,7,7,0.0,2,1,0,45,45,1.25,1.25,1,1,1,1,0,0,1.25,2,false
storm-core\src\jvm\org\apache\storm\metric\api\IStatefulObject.java,11,20,0.0,1,0,1,0,0,0.0,0,1,0,22,22,1.1,1.1,1,1,1,1,0,0,1.1,0,false
external\storm-redis\src\main\java\org\apache\storm\redis\common\mapper\RedisLookupMapper.java,11,35,0.37142858,2,0,9,5,5,0.0,0,3,0,53,6,1.5142857,0.17142858,3,1,2,1,0,0,0.5047619,0,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\client\SimpleClientProvider.java,11,29,0.31034482,1,0,2,1,1,0.0,0,1,0,35,35,1.2068965,1.2068965,1,1,1,1,0,0,1.2068965,0,false
external\storm-jdbc\src\main\java\org\apache\storm\jdbc\common\JdbcClient.java,11,215,0.0,1,0,0,1,1,0.0,1,3,1,315,0,1.4651163,0.0,5,0,2,1,0,0,0.29302326,9,true
external\storm-hive\src\main\java\org\apache\storm\hive\common\HiveUtils.java,11,73,0.0,10,1,3,7,7,0.75,16,3,0,87,11,1.1917808,0.15068494,2,1,1,1,1,1,0.5958904,5,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\DynamicBrokersReader.java,11,184,0.11956522,26,5,1,7,7,0.6909091,31,1,0,213,213,1.1576087,1.1576087,1,1,1,1,0,0,1.1576087,2,false
storm-core\src\jvm\org\apache\storm\nimbus\NimbusInfo.java,11,96,0.0,20,5,2,2,2,0.5818182,12,1,0,116,116,1.2083334,1.2083334,1,1,1,1,0,0,1.2083334,4,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\spout\IEventHubReceiver.java,11,27,0.0,5,0,17,2,2,0.0,0,3,2,40,0,1.4814814,0.0,2,0,2,0,0,0,0.7407407,0,false
examples\storm-starter\src\jvm\org\apache\storm\starter\tools\NthLastModifiedTimeTracker.java,11,57,0.14035088,8,2,2,2,2,0.5833333,9,1,0,70,70,1.2280701,1.2280701,1,1,1,1,0,0,1.2280701,0,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\bolt\SequenceFileBolt.java,11,119,0.0,18,6,2,15,15,0.84313726,23,8,0,58,56,0.48739496,0.47058824,7,3,4,1,0,0,0.12184874,3,false
external\flux\flux-core\src\main\java\org\apache\storm\flux\Flux.java,11,208,0.052884616,28,14,2,21,21,0.8095239,56,3,0,39,36,0.1875,0.17307693,4,2,4,2,0,0,0.0625,9,false
storm-core\src\jvm\org\apache\storm\trident\graph\GraphGrouper.java,11,103,0.0,24,3,1,5,5,0.6296296,16,1,0,119,119,1.1553398,1.1553398,1,1,1,1,0,0,1.1553398,0,false
storm-core\src\jvm\org\apache\storm\messaging\netty\INettySerializable.java,11,23,0.0,2,0,0,1,1,0.0,0,1,0,26,26,1.1304348,1.1304348,1,1,1,1,0,0,1.1304348,0,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\BaseExecutionResultHandler.java,11,70,0.4,6,1,1,10,10,0.8333333,5,1,0,89,89,1.2714286,1.2714286,2,2,2,2,0,0,0.6357143,2,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\blobstore\HdfsClientBlobStore.java,11,100,0.11,13,3,1,9,9,0.7179487,11,1,0,138,138,1.38,1.38,3,3,2,2,0,0,0.46,3,true
external\storm-elasticsearch\src\test\java\org\apache\storm\elasticsearch\bolt\AbstractEsBoltTest.java,11,52,0.0,6,3,2,13,13,0.77777773,7,1,0,202,202,3.8846154,3.8846154,9,9,4,4,1,1,0.55494505,1,false
external\storm-solr\src\main\java\org\apache\storm\solr\schema\CopyField.java,11,41,0.0,5,2,0,0,0,0.4,0,1,0,56,56,1.3658537,1.3658537,2,2,1,1,1,1,0.68292683,0,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\executor\ExecutionResultCollector.java,11,76,0.36842105,5,1,0,4,4,0.33333334,3,1,0,107,107,1.4078947,1.4078947,2,2,2,2,0,0,0.70394737,6,false
external\storm-jdbc\src\main\java\org\apache\storm\jdbc\bolt\JdbcLookupBolt.java,11,68,0.04411765,9,3,2,11,11,0.5833333,11,3,0,130,5,1.9117647,0.073529415,8,1,3,1,1,0,0.2389706,2,true
storm-core\src\jvm\org\apache\storm\generated\HBRecords.java,11,388,0.072164945,57,5,4,14,14,0.8740741,31,1,0,466,466,1.201031,1.201031,1,1,1,1,0,0,1.201031,58,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\spout\EventHubSpoutConfig.java,11,141,0.04964539,27,16,29,4,4,0.875,8,3,2,301,0,2.1347518,0.0,3,0,2,0,0,0,0.711584,0,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\client\impl\DefaultClient.java,11,98,0.20408164,14,4,2,7,7,0.625,20,1,0,155,155,1.5816326,1.5816326,3,3,2,2,0,0,0.5272109,5,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\spout\IPartitionManager.java,11,27,0.0,7,0,9,1,1,0.0,0,3,2,37,0,1.3703704,0.0,1,0,1,0,0,0,1.3703704,0,false
external\flux\flux-core\src\main\java\org\apache\storm\flux\model\IncludeDef.java,11,45,0.13333334,6,3,2,0,0,0.6666667,0,3,2,0,0,0.0,0.0,1,0,1,0,0,0,NaN,0,false
storm-core\src\jvm\org\apache\storm\state\InMemoryKeyValueState.java,11,98,0.030612245,2,2,0,2,2,0.0,0,1,0,114,114,1.1632653,1.1632653,1,1,1,1,1,1,1.1632653,0,false
storm-core\src\jvm\org\apache\storm\trident\util\IndexedEdge.java,11,42,0.0,5,3,2,2,2,0.16666667,2,1,0,50,50,1.1904762,1.1904762,1,1,1,1,0,0,1.1904762,0,false
storm-core\src\jvm\org\apache\storm\generated\TopologyInfo.java,11,1897,0.046916183,40,0,0,8,8,0.0,56,1,0,2144,2144,1.1302056,1.1302056,1,1,1,1,0,0,1.1302056,312,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\bolt\PairBatchStatementTuples.java,11,41,0.19512194,3,2,3,2,2,0.33333334,0,1,0,54,54,1.3170732,1.3170732,2,2,2,2,0,0,0.6585366,0,false
external\storm-hive\src\test\java\org\apache\storm\hive\bolt\HiveTopologyPartitioned.java,11,136,0.007352941,7,6,0,6,6,0.6333334,12,3,0,175,22,1.2867647,0.16176471,2,1,2,1,0,0,0.6433824,1,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\spout\ParseException.java,11,22,0.0,1,0,0,0,0,0.0,0,1,0,26,26,1.1818181,1.1818181,1,1,1,1,0,0,1.1818181,0,false
storm-core\src\jvm\org\apache\storm\spout\RawScheme.java,11,31,0.032258064,2,0,0,3,3,0.0,2,1,0,37,37,1.1935484,1.1935484,1,1,1,1,0,0,1.1935484,0,false
storm-core\src\jvm\org\apache\storm\coordination\BatchSubtopologyBuilder.java,11,389,0.0,2,0,0,1,1,0.0,1,1,0,447,447,1.1491003,1.1491003,1,1,1,1,0,0,1.1491003,2,false
external\storm-cassandra\src\test\java\org\apache\storm\cassandra\WeatherSpout.java,11,67,0.05970149,8,5,0,6,6,0.71428573,6,1,0,102,102,1.5223881,1.5223881,3,3,3,3,0,0,0.5074627,0,false
storm-core\src\jvm\org\apache\storm\testing\TestJob.java,11,38,0.5,1,0,0,1,1,0.0,0,1,0,43,43,1.1315789,1.1315789,1,1,1,1,0,0,1.1315789,1,false
storm-core\src\jvm\org\apache\storm\security\auth\SaslTransportPlugin.java,11,140,0.16428572,8,1,0,1,1,0.0,3,1,0,174,174,1.2428571,1.2428571,1,1,1,1,0,0,1.2428571,7,false
storm-core\src\jvm\org\apache\storm\metric\api\MultiCountMetric.java,11,39,0.0,5,1,0,2,2,0.33333334,7,1,0,45,45,1.1538461,1.1538461,1,1,1,1,0,0,1.1538461,3,false
external\sql\storm-sql-runtime\src\jvm\org\apache\storm\sql\runtime\ISqlTridentDataSource.java,11,26,0.115384616,2,0,9,2,2,0.0,0,1,0,38,38,1.4615384,1.4615384,3,3,2,2,0,0,0.4871795,1,false
storm-core\src\jvm\org\apache\storm\windowing\TimeTriggerPolicy.java,11,114,0.1491228,3,0,0,2,2,0.0,4,1,0,140,140,1.2280701,1.2280701,2,2,2,2,0,0,0.61403507,2,true
storm-core\src\jvm\org\apache\storm\windowing\WindowManager.java,11,253,0.3043478,37,10,8,10,10,0.7733334,39,1,0,289,289,1.1422925,1.1422925,1,1,1,1,0,0,1.1422925,4,true
storm-core\src\jvm\org\apache\storm\utils\TransferDrainer.java,11,111,0.0,18,1,1,5,5,0.5,16,1,0,132,132,1.1891892,1.1891892,1,1,1,1,0,0,1.1891892,10,false
storm-core\src\jvm\org\apache\storm\trident\operation\builtin\MinWithComparator.java,11,43,0.11627907,5,1,0,2,2,0.0,1,1,0,51,51,1.1860465,1.1860465,2,2,1,1,0,0,0.59302324,0,false
storm-core\src\jvm\org\apache\storm\transactional\state\TestTransactionalState.java,11,38,0.18421052,2,0,0,5,5,0.0,1,1,0,47,47,1.2368422,1.2368422,1,1,1,1,0,0,1.2368422,1,false
storm-core\src\jvm\org\apache\storm\testing\AlternateRackDNSToSwitchMapping.java,11,55,0.09090909,5,1,0,1,1,0.0,3,1,0,65,65,1.1818181,1.1818181,1,1,1,1,0,0,1.1818181,0,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\KafkaError.java,11,40,0.0,3,0,1,1,1,0.0,2,1,0,43,43,1.075,1.075,1,1,1,1,0,0,1.075,0,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\trident\Coordinator.java,11,42,0.0,4,2,0,7,7,0.375,4,1,0,51,51,1.2142857,1.2142857,1,1,1,1,0,0,1.2142857,0,false
storm-core\src\jvm\org\apache\storm\scheduler\resource\strategies\scheduling\IStrategy.java,11,38,0.4473684,2,0,2,3,3,0.0,0,1,0,69,69,1.8157895,1.8157895,4,4,2,2,1,1,0.45394737,0,false
external\storm-hive\src\main\java\org\apache\storm\hive\common\HiveOptions.java,11,129,0.023255814,25,15,9,2,2,0.9253334,0,3,0,178,32,1.3798449,0.24806201,5,4,3,3,2,2,0.27596897,2,false
storm-core\src\jvm\org\apache\storm\trident\operation\DefaultResourceDeclarer.java,11,57,0.07017544,7,2,2,4,4,0.5,6,1,0,66,66,1.1578947,1.1578947,1,1,1,1,0,0,1.1578947,0,true
storm-core\src\jvm\org\apache\storm\metric\api\IReducer.java,11,22,0.0,3,0,0,1,1,0.0,0,1,0,24,24,1.0909091,1.0909091,1,1,1,1,0,0,1.0909091,0,false
storm-core\src\jvm\org\apache\storm\metric\api\AssignableMetric.java,11,29,0.0,3,1,0,1,1,0.0,0,1,0,34,34,1.1724138,1.1724138,1,1,1,1,0,0,1.1724138,0,false
storm-core\src\jvm\org\apache\storm\generated\ThriftSerializedObject.java,11,427,0.07494145,1,0,0,2,2,0.0,0,1,0,516,516,1.2084309,1.2084309,1,1,1,1,0,0,1.2084309,60,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\trident\MaxMetric.java,11,34,0.0,4,0,1,1,1,0.0,1,1,0,40,40,1.1764706,1.1764706,1,1,1,1,0,0,1.1764706,0,false
external\storm-kafka\src\test\org\apache\storm\kafka\ExponentialBackoffMsgRetryManagerTest.java,11,183,0.027322404,14,4,0,2,2,0.65909094,13,1,0,235,235,1.284153,1.284153,1,1,1,1,0,0,1.284153,0,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\query\impl\SimpleCQLStatementMapper.java,11,73,0.21917808,7,3,2,9,9,0.25,10,1,0,92,92,1.2602739,1.2602739,2,2,2,2,0,0,0.63013697,3,false
storm-core\src\jvm\org\apache\storm\trident\state\StateSpec.java,11,25,0.0,1,2,0,1,1,0.5,0,1,0,30,30,1.2,1.2,1,1,1,1,0,0,1.2,0,false
storm-core\src\jvm\org\apache\storm\serialization\GzipThriftSerializationDelegate.java,11,48,0.083333336,5,0,1,6,6,0.0,5,1,0,56,56,1.1666666,1.1666666,1,1,1,1,0,0,1.1666666,0,false
external\storm-redis\src\main\java\org\apache\storm\redis\trident\state\KeyFactory.java,11,47,0.44680852,2,0,0,1,1,0.0,2,3,1,57,0,1.2127659,0.0,3,0,1,0,0,0,0.40425533,1,false
external\sql\storm-sql-core\src\jvm\org\apache\storm\sql\compiler\ExprCompiler.java,11,461,0.03253796,7,0,0,3,3,0.0,9,1,0,775,775,1.681128,1.681128,9,9,2,2,0,0,0.186792,11,false
storm-core\src\jvm\org\apache\storm\trident\JoinType.java,11,26,0.0,1,0,1,1,1,0.0,1,1,0,30,30,1.1538461,1.1538461,1,1,1,1,0,0,1.1538461,0,false
examples\storm-starter\src\jvm\org\apache\storm\starter\trident\TridentReach.java,11,126,0.0,2,2,1,17,17,0.5,14,1,0,156,156,1.2380953,1.2380953,1,1,1,1,0,0,1.2380953,3,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\spout\ProgressTracker.java,11,56,0.05357143,10,1,2,2,2,0.0,10,1,0,86,86,1.5357143,1.5357143,3,3,1,1,1,1,0.5119048,2,false
storm-core\src\jvm\org\apache\storm\windowing\CountEvictionPolicy.java,11,64,0.171875,9,2,2,4,4,0.3,4,1,0,75,75,1.171875,1.171875,1,1,1,1,0,0,1.171875,0,true
storm-rename-hack\src\main\java\org\apache\storm\hack\relocation\SimpleRelocator.java,11,84,0.10714286,11,5,1,2,2,0.6285714,9,1,0,107,107,1.2738096,1.2738096,2,2,2,2,0,0,0.6369048,0,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\query\impl\RoutingKeyGenerator.java,11,44,0.09090909,3,1,3,1,1,0.0,5,1,0,54,54,1.2272727,1.2272727,2,2,2,2,0,0,0.6136364,0,false
storm-core\src\jvm\org\apache\storm\messaging\netty\KerberosSaslNettyClientState.java,11,26,0.0,0,1,0,2,2,NaN,0,1,0,31,31,1.1923077,1.1923077,1,1,1,1,0,0,1.1923077,0,false
external\storm-mqtt\examples\src\main\java\org\apache\storm\mqtt\examples\MqttBrokerPublisher.java,11,86,0.0,5,3,1,6,6,0.5833333,19,1,0,102,102,1.1860465,1.1860465,1,1,1,1,0,0,1.1860465,1,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\bolt\sync\CountSyncPolicy.java,11,38,0.13157895,4,2,2,2,2,0.33333334,0,8,0,2,2,0.05263158,0.05263158,2,1,2,1,0,0,0.05263158,0,false
external\storm-kafka\src\jvm\org\apache\storm\kafka\StringKeyValueScheme.java,11,32,0.0,2,0,0,3,3,0.0,3,1,0,38,38,1.1875,1.1875,1,1,1,1,0,0,1.1875,0,false
storm-core\src\jvm\org\apache\storm\security\auth\authorizer\DenyAuthorizer.java,11,38,0.36842105,2,0,0,2,2,0.0,0,1,0,47,47,1.2368422,1.2368422,1,1,1,1,0,0,1.2368422,2,false
external\storm-redis\src\main\java\org\apache\storm\redis\common\container\JedisCommandsInstanceContainer.java,11,30,0.36666667,2,0,4,1,1,0.0,0,3,2,37,0,1.2333333,0.0,2,0,1,0,0,0,0.6166667,0,true
storm-core\src\jvm\org\apache\storm\serialization\GzipBridgeThriftSerializationDelegate.java,11,52,0.17307693,8,4,1,6,6,0.4375,6,1,0,64,64,1.2307693,1.2307693,1,1,1,1,0,0,1.2307693,3,false
storm-rename-hack\src\main\java\org\apache\storm\hack\resource\ResourceTransformer.java,11,37,0.1891892,4,0,2,1,1,0.0,0,1,0,48,48,1.2972972,1.2972972,3,3,1,1,1,1,0.43243244,0,false
external\storm-redis\src\test\java\org\apache\storm\redis\topology\WordCounter.java,11,54,0.0,6,1,1,7,7,0.8,8,3,0,95,18,1.7592592,0.33333334,3,1,2,1,0,0,0.58641976,4,false
external\storm-eventhubs\src\main\java\org\apache\storm\eventhubs\bolt\IEventDataFormat.java,11,24,0.125,1,0,3,2,2,0.0,0,3,0,86,2,3.5833333,0.083333336,3,1,2,1,1,0,1.1944444,1,false
external\storm-redis\src\main\java\org\apache\storm\redis\trident\state\AbstractRedisStateQuerier.java,11,78,0.33333334,7,3,3,11,11,0.6666667,13,3,0,107,8,1.3717948,0.102564104,3,0,2,0,0,0,0.45726496,0,false
external\flux\flux-examples\src\main\java\org\apache\storm\flux\examples\WordCounter.java,11,55,0.2,5,1,1,8,8,1.0,6,3,0,18,18,0.3272727,0.3272727,2,1,2,1,0,0,0.3272727,5,false
storm-buildtools\storm-maven-plugins\src\main\java\org\apache\storm\maven\plugin\versioninfo\VersionInfoMojo.java,11,271,0.036900368,0,0,0,0,0,0.0,0,3,2,304,0,1.1217712,0.0,1,0,1,0,0,0,1.1217712,6,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\spout\DirLock.java,11,112,0.13392857,18,4,1,7,7,0.59375,19,1,0,205,205,1.8303572,1.8303572,7,7,1,1,4,4,0.2614796,7,false
external\storm-hbase\src\test\java\org\apache\storm\hbase\topology\WordCounter.java,11,45,0.08888889,5,0,1,6,6,0.0,5,8,0,16,16,0.35555556,0.35555556,2,1,2,1,0,0,0.35555556,3,false
external\sql\storm-sql-core\src\jvm\org\apache\storm\sql\parser\ColumnConstraint.java,11,37,0.0,2,1,0,3,3,0.0,0,1,0,46,46,1.2432432,1.2432432,2,2,1,1,0,0,0.6216216,0,false
storm-core\src\jvm\org\apache\storm\utils\CRC32OutputStream.java,11,37,0.0,4,1,0,1,1,0.0,3,1,0,44,44,1.1891892,1.1891892,1,1,1,1,0,0,1.1891892,0,false
storm-core\src\jvm\org\apache\storm\pacemaker\codec\ThriftDecoder.java,11,64,0.015625,6,0,0,8,8,0.0,15,1,0,92,92,1.4375,1.4375,3,3,2,2,0,0,0.47916666,2,false
external\storm-cassandra\src\main\java\org\apache\storm\cassandra\bolt\PairStatementTuple.java,11,40,0.2,3,2,3,2,2,0.33333334,0,1,0,52,52,1.3,1.3,2,2,2,2,0,0,0.65,0,false
storm-core\src\jvm\org\apache\storm\generated\StreamInfo.java,11,463,0.071274295,1,0,0,2,2,0.0,0,1,0,554,554,1.1965443,1.1965443,1,1,1,1,0,0,1.1965443,72,false
storm-core\test\jvm\org\apache\storm\localizer\LocalizedResourceSetTest.java,11,64,0.0,4,1,0,3,3,0.0,9,1,0,74,74,1.15625,1.15625,1,1,1,1,0,0,1.15625,2,false
storm-core\src\jvm\org\apache\storm\drpc\DRPCInvocationsClient.java,11,100,0.0,20,4,1,8,8,0.6944445,8,1,0,113,113,1.13,1.13,1,1,1,1,0,0,1.13,0,false
storm-core\src\jvm\org\apache\storm\serialization\GzipBridgeSerializationDelegate.java,11,53,0.16981132,8,4,1,6,6,0.4375,6,1,0,65,65,1.226415,1.226415,1,1,1,1,0,0,1.226415,3,false
